sentence_id	words	labels
8	posiible	I-CAUSE
9	Theatre	O
9	ellaam	O
9	insure	O
9	panni	O
9	vachukkangappaa	O
9	..	O
9	2.00	B-CAUSE
9	la	I-CAUSE
9	theatre	I-CAUSE
9	ellaam	I-CAUSE
9	kandam	I-CAUSE
9	!	I-CAUSE
10	Naaa	O
10	arasiyalukku	O
10	varuvathu	O
10	uruthi	O
10	.....	O
10	Rajini	O
10	tells	O
10	this	O
10	dialog	O
10	since	O
10	96	O
10	.	O
10	Semme	B-CAUSE
10	joke	I-CAUSE
10	.	I-CAUSE
11	Comali	B-CAUSE
11	9looks	I-CAUSE
11	teaser	O
11	la	O
11	varave	O
11	Ella	O
12	Pa	O
12	Ranjith	O
12	paru	O
12	Da	O
12	unaku	O
12	sc	B-CAUSE
12	St	I-CAUSE
12	quote	I-CAUSE
12	job	I-CAUSE
12	government	I-CAUSE
12	job	I-CAUSE
12	quarters	I-CAUSE
12	ellam	I-CAUSE
12	cancel	I-CAUSE
12	pannanum	I-CAUSE
13	2.04	O
13	.Rajini	O
13	ah	O
13	serupala	B-CAUSE
13	adicha	I-CAUSE
13	Maari	O
13	irundhuchu	O
14	Friend	O
14	nu	O
14	FB	O
14	la	O
14	Like	O
14	Kudukkara	O
14	Friend	O
14	dunu	O
14	nenachiya	O
14	life	B-CAUSE
14	be	I-CAUSE
14	kudukkanu	I-CAUSE
14	da	I-CAUSE
15	Statue	B-CAUSE
15	odaikalam	I-CAUSE
15	but	O
15	b.r	O
15	.	O
15	kolkai	O
15	alika	O
15	mudiyathu	O
16	Iron	O
16	man	O
16	fans	O
16	dis	B-CAUSE
16	like	I-CAUSE
16	podunga	I-CAUSE
16	intha	O
16	vidio	O
16	kku	O
17	pakathane	B-CAUSE
17	pora	I-CAUSE
17	Intha	O
17	kaliyoda	O
17	attatha	O
17	🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘	O
18	Marana	B-CAUSE
18	mass	I-CAUSE
18	ah	O
18	irukke	O
18	...	O
18	song	O
18	um	O
18	trailer	O
18	um	O
18	...	O
18	saavadi	B-CAUSE
19	Mersal	O
19	ku	O
19	siricha	O
19	siripu	O
19	viswasam	B-CAUSE
19	movie	I-CAUSE
19	ku	I-CAUSE
19	illa	I-CAUSE
19	..	I-CAUSE
19	idhu	O
19	enna	O
19	da	O
19	anil	O
19	ku	O
19	vandha	O
19	sodhanai	O
20	thala	O
20	mattum	O
20	than	O
20	original	O
20	mass	O
20	...	O
20	bcoz	O
20	others	O
20	papaerla	B-CAUSE
20	vilambaram	I-CAUSE
20	kotuthutu	I-CAUSE
20	poraku	I-CAUSE
20	trailar	O
20	release	O
20	panittu	O
20	sathanai	B-CAUSE
20	pannittatha	I-CAUSE
20	pithikuvanga	I-CAUSE
20	thala	O
20	mttum	O
20	than	O
20	vilambarame	O
20	seiyamal	O
20	kalakkuvaar	O
20	....	O
20	thalada	O
20	..	O
20	..	O
21	Ennada	O
21	ipadi	O
21	yeduthu	B-CAUSE
21	vechurkingha	I-CAUSE
21	......	O
21	paaaaaaaaaph	B-CAUSE
22	Kaakaa	O
22	pudikaa	O
22	sollalllaa	O
22	........	O
22	kaakaa	B-CAUSE
22	vukaaa	I-CAUSE
22	unna	I-CAUSE
22	pudikudhu🤣🤣	I-CAUSE
23	Mothathula	O
23	viswasathuku	O
23	bulb	B-CAUSE
23	kudukkurathukagave	I-CAUSE
23	yedutha	I-CAUSE
23	mathiri	I-CAUSE
23	iruku	O
24	Vivagam	O
24	part	O
24	2	O
24	trailer	B-CAUSE
24	mathri	I-CAUSE
24	irkuu	I-CAUSE
25	Paruda	O
25	...	O
25	ivaru	O
25	lawyerlayaei	B-CAUSE
25	rowdy	I-CAUSE
25	lawyera	I-CAUSE
25	irupar	O
25	pola	O
26	semma	O
26	...	O
26	pakka	O
26	...	O
26	kola	B-CAUSE
26	mass	I-CAUSE
26	...	I-CAUSE
26	therri	O
26	...	O
26	perfect	O
26	title	O
26	...	O
26	thalapathy	O
26	Ajak	O
26	pans	O
26	thevdiya	B-CAUSE
26	pasangala	I-CAUSE
26	apadiye	I-CAUSE
26	vorama	I-CAUSE
26	pongada	I-CAUSE
26	amayanzz	I-CAUSE
27	ennaikku	O
27	neriya	O
27	peru	O
27	kitta	O
27	illatha	O
27	oru	O
27	ketta	O
27	palazhum	O
27	en	O
27	kitta	O
27	erukku	O
27	ajith	B-CAUSE
27	fanzz	I-CAUSE
27	okkurathu	I-CAUSE
27	thalapathy	I-CAUSE
27	fanz	I-CAUSE
27	than	I-CAUSE
27	masss	I-CAUSE
28	Dislike	O
28	adicha	O
28	maannynmark	O
28	naduviral	B-CAUSE
28	namaskaram	I-CAUSE
29	viswasam	O
29	enga	B-CAUSE
29	poga	I-CAUSE
29	poguthunu	I-CAUSE
29	theriyalaya	I-CAUSE
29	.	I-CAUSE
29	PETTA	O
29	PARAAK	O
30	Dai	O
30	neenga	O
30	la	O
30	loose	B-CAUSE
30	mari	I-CAUSE
30	caste	O
30	language	O
30	nu	O
30	sanda	O
30	pottu	O
30	irukurapo	O
30	Namma	O
30	ellarum	O
30	Indians	O
30	nu	O
30	oru	O
30	jawan	O
30	border	O
30	la	O
30	ninutu	O
30	irukanga	O
30	da	O
30	sethuturuka	O
30	da	O
30	dai	O
30	innum	O
30	ah	O
30	da	B-CAUSE
30	neenga	I-CAUSE
30	thirunthula	I-CAUSE
30	grow	I-CAUSE
30	up	I-CAUSE
30	da	I-CAUSE
30	we	O
30	all	O
30	are	O
30	Indians	O
31	Namaku	O
31	theva	O
31	thavayanatha	O
31	nama	B-CAUSE
31	than	I-CAUSE
31	adichu	I-CAUSE
31	vanganum	I-CAUSE
31	....	O
31	Nama	O
31	edathuku	O
31	nama	O
31	than	O
31	sanda	O
31	seyanum	O
31	....	O
32	Intha	O
32	mari	O
32	all	B-CAUSE
32	irugathdigum	I-CAUSE
32	nadu	O
32	sathivanmaiyal	O
32	alium	O
33	Irukku	O
33	theatrela	O
33	kaadhu	B-CAUSE
33	javvu	I-CAUSE
33	pichikira	I-CAUSE
33	alavukku	I-CAUSE
33	DTS	O
33	irukku	O
34	Aai	O
34	...	O
34	Yevanu	O
34	kaachum	O
34	ponnttaati	O
34	pulla	O
34	Sentiment	O
34	irunthaa	O
34	Oodi	B-CAUSE
34	padhungkiru.Kola	I-CAUSE
34	kaandula	I-CAUSE
34	irukkan.Varraar	I-CAUSE
34	thalaivaru	O
34	....	O
34	PETTA	O
34	PARAAKKKKKK	O
34	.....	O
35	Sagapora	B-CAUSE
35	unakku	I-CAUSE
35	sathi	O
35	etharkku	O
35	Iyya	O
35	pasumpon	O
36	Engala	O
36	minja	O
36	yevanum	B-CAUSE
36	illa	I-CAUSE
36	ambalaya	I-CAUSE
36	iruntha	I-CAUSE
36	nerala	I-CAUSE
36	va	I-CAUSE
36	by	O
36	duraisingam	O
37	komali	B-CAUSE
37	kadhadhan	I-CAUSE
37	aga	I-CAUSE
37	pogudhu	O
37	padam	O
37	otthikkum	O
38	Vijay	O
38	sethupati	O
38	mattum	O
38	Villan	O
38	na	O
38	irundha	O
38	vechiko	O
38	padam	B-CAUSE
38	flop	I-CAUSE
38	thaan	I-CAUSE
39	last	O
39	bgm	O
39	un	O
39	azhaigil	O
39	en	O
39	idhayam	O
39	than	O
39	nilayail	O
39	kathi	O
39	song	B-CAUSE
39	ah	I-CAUSE
39	copy	I-CAUSE
39	adichtan	I-CAUSE
40	Padam	O
40	vera	O
40	level	O
40	Thiruma	O
40	kuu	O
40	vooooo	O
40	Ranjith	B-CAUSE
40	Naiyee	I-CAUSE
40	ku	I-CAUSE
40	vooooo	I-CAUSE
40	Thirunelveli	O
40	mavattam	O
40	Senaithalivar	O
40	sarbagaa	O
40	Padam	B-CAUSE
40	day	I-CAUSE
40	's	I-CAUSE
40	Oda	I-CAUSE
40	valthukal	I-CAUSE
40	Mohan	O
40	G	O
40	vera	O
40	level	O
41	Enaga	O
41	Da	O
41	keka	B-CAUSE
41	beka	I-CAUSE
41	short	I-CAUSE
41	film	I-CAUSE
41	ah	I-CAUSE
41	perusa	O
41	yeduthu	O
41	vachirukiga	O
42	Akshay	O
42	Kumar	O
42	-	O
42	annen	B-CAUSE
42	neenga	I-CAUSE
42	bird	I-CAUSE
42	ah	I-CAUSE
42	ne	O
43	Enna	O
43	da	O
43	idhu	O
43	Viswasam	O
43	bgm	B-CAUSE
43	uh	I-CAUSE
43	potrukinga	I-CAUSE
43	!	I-CAUSE
43	!	O
43	!	O
43	!	O
44	Adeiii	O
44	Talking	O
44	Tom	O
44	Piano	B-CAUSE
44	music	I-CAUSE
44	copy	I-CAUSE
44	data	I-CAUSE
45	Nerkonda	O
45	parvai	O
45	nu	O
45	solitu	O
45	ellam	O
45	avan	O
45	seyal	O
45	padatha	B-CAUSE
45	eduthu	I-CAUSE
45	vechirukanga	I-CAUSE
45	ya	O
46	Ithu	O
46	la	O
46	oru	O
46	trailer	O
46	aah	O
46	daa	O
46	..	O
46	karumooo	B-CAUSE
46	kaliyugam	I-CAUSE
46	..	I-CAUSE
46	oru	O
46	content	O
46	ye	O
46	ila	O
46	..	O
46	epadi	O
46	irukum	O
46	10	O
46	padam	O
46	oreee	B-CAUSE
46	direcgor	I-CAUSE
46	ah	I-CAUSE
46	vachu	I-CAUSE
46	pana	I-CAUSE
46	apaditana	I-CAUSE
46	...	O
46	pudhusa	B-CAUSE
46	yosingadaa	I-CAUSE
46	..	I-CAUSE
46	Avan	I-CAUSE
46	moonji	I-CAUSE
46	mari	I-CAUSE
46	iruku	I-CAUSE
46	trailer	O
47	dhurvu	O
47	natchathiram	O
47	vituuttu	O
47	poyum	O
47	poi	O
47	ivlo	O
47	kevlamana	B-CAUSE
47	padam	I-CAUSE
47	pannuriye	I-CAUSE
47	...	O
47	you	O
47	are	O
47	an	O
47	idiot	B-CAUSE
48	Oru	O
48	mairum	B-CAUSE
48	puriyala	I-CAUSE
48	trailer	O
48	la	O
48	Shiva	O
48	enna	O
48	Tha	O
48	sollavaran	O
48	konjam	O
48	sollunga	O
48	boss	O
48	puriyera	B-CAUSE
48	madiri	I-CAUSE
49	Indha	O
49	padatha	O
49	copynu	B-CAUSE
49	solli	I-CAUSE
49	evanum	I-CAUSE
49	case	I-CAUSE
49	podalaya	I-CAUSE
49	da	O
50	sema	B-CAUSE
50	kevalama	I-CAUSE
50	iruku	I-CAUSE
50	...	I-CAUSE
50	looks	O
50	like	O
50	baby	O
50	ma	O
50	deepa	O
50	..	O
51	Ithukkum	B-CAUSE
51	dislike	I-CAUSE
51	podravangala	I-CAUSE
51	nenacha	O
51	than	O
52	Ungala	O
52	maathiri	O
52	oru	B-CAUSE
52	maanaketta	I-CAUSE
52	jaathi	I-CAUSE
52	ya	O
52	paathathe	O
52	ila	O
52	da	O
52	...	O
52	Pollachi	O
52	la	O
52	yevlo	O
52	ponnu	O
52	mela	O
52	kai	O
52	vachinga	O
52	....	O
52	Appo	O
52	yevan	O
52	sunniya	B-CAUSE
52	oombittu	I-CAUSE
52	irunthinga	I-CAUSE
52	...	I-CAUSE
52	?	O
52	Yenda	O
52	baadu	O
52	...	O
52	!	O
53	overa	B-CAUSE
53	adunu	I-CAUSE
53	ippadi	I-CAUSE
53	than	I-CAUSE
53	da	I-CAUSE
53	badu	O
53	santhu	O
53	thu	B-CAUSE
54	Ending	O
54	Credit	O
54	's	O
54	Semma	O
54	....	O
54	Senjittinga	B-CAUSE
54	...	I-CAUSE
54	Nalla	I-CAUSE
54	vachi	I-CAUSE
54	senjittinga	I-CAUSE
54	sotta	I-CAUSE
54	rajiniya	I-CAUSE
54	..	I-CAUSE
54	Arasiyal	O
54	KU	O
54	vara	O
54	maata	O
54	pola	O
55	Sema	O
55	style	O
55	...	O
55	Summa	O
55	ye	O
55	Dislike	B-CAUSE
55	panranugalo	I-CAUSE
55	!	I-CAUSE
55	!	O
55	!	O
56	Rajini	B-CAUSE
56	ah	I-CAUSE
56	vida	I-CAUSE
56	akshay	O
56	mass	O
56	ah	O
56	irukane	O
57	Nivetha	O
57	suit	O
57	aachu	O
57	...	O
57	But	O
57	rashi	O
57	kanna	O
57	nalla	B-CAUSE
57	illa	I-CAUSE
57	....	I-CAUSE
58	Unlike	O
58	pannava	O
58	ava	B-CAUSE
58	amma	I-CAUSE
58	ellam	I-CAUSE
58	item	I-CAUSE
58	tha	I-CAUSE
58	Thevadiyanga	I-CAUSE
58	pasangala	I-CAUSE
58	Ungamma	I-CAUSE
58	koothingala	I-CAUSE
58	kilichiduvan	O
59	yenaku	O
59	idhu	O
59	yenamo	O
59	seriyaaa	O
59	padulaa	O
59	........	O
59	dislike	B-CAUSE
59	ji	I-CAUSE
60	low	B-CAUSE
60	caste	I-CAUSE
60	pasangala	I-CAUSE
60	pathina	O
60	padama	O
60	Avlova	B-CAUSE
60	hit	I-CAUSE
60	agathu	I-CAUSE
61	Yenna	O
61	da	O
61	last	O
61	seen	O
61	ha	O
61	phone	O
61	la	O
61	potrite	B-CAUSE
61	mode	I-CAUSE
61	la	I-CAUSE
61	yedutha	I-CAUSE
61	maari	I-CAUSE
61	irruku	I-CAUSE
62	Intha	O
62	trailera	O
62	dislike	O
62	pandrathukune	O
62	vijay	O
62	thevidiya	B-CAUSE
62	payyan	I-CAUSE
62	oru	O
62	group	O
62	vachirupan	O
62	athunga	O
62	than	O
62	dislike	O
62	pannitu	O
62	irukuthunga	O
62	otha	B-CAUSE
62	wig	I-CAUSE
62	mandayan	I-CAUSE
62	fans	I-CAUSE
62	.	I-CAUSE
63	.uyarntha	O
63	sathi	O
63	nu	O
63	sollaravan	O
63	inathukku	O
63	6	O
63	arivu	O
63	kidaikkum	O
63	varai	O
63	India	B-CAUSE
63	uruppadath	I-CAUSE
63	Manithan	O
63	6	O
63	arivu	O
63	petravan	O
63	.	O
63	sathithan	O
63	perisu	O
63	nu	O
63	sollaravan	O
63	oru	B-CAUSE
63	arivu	I-CAUSE
63	kooda	I-CAUSE
63	illathavan	I-CAUSE
63	.	O
64	Neenga	B-CAUSE
64	vena	I-CAUSE
64	...	I-CAUSE
64	area	O
64	la	O
64	class	O
64	ah	O
64	..	O
64	posh	O
64	ah	O
64	suthalam	O
64	...	O
64	aana	B-CAUSE
64	enn	I-CAUSE
64	masss	I-CAUSE
64	ennanu	I-CAUSE
64	theriyadhu	I-CAUSE
64	laa	I-CAUSE
65	I	O
65	like	O
65	petta	O
65	thalaivar	O
65	pakka	B-CAUSE
65	thana	I-CAUSE
65	poringa	I-CAUSE
65	intha	O
65	petta	B-CAUSE
65	oda	I-CAUSE
65	aattatha	I-CAUSE
65	all	I-CAUSE
66	Indha	O
66	madhiri	O
66	role	O
66	Sivakarthikeyan	O
66	ku	O
66	set	B-CAUSE
66	agadhu.village	I-CAUSE
66	subject	I-CAUSE
66	only	I-CAUSE
66	suits	O
66	for	O
66	him.vera	O
66	actor	O
66	pani	O
66	irundha	O
66	mass	O
66	aa	O
66	irukum	O
67	Yaaru	B-CAUSE
67	intha	I-CAUSE
67	80k	O
67	dislikes	O
67	!	O
67	Antha	O
67	80k	O
67	Kaila	B-CAUSE
67	kedacha	I-CAUSE
67	sethanunga	I-CAUSE
68	Enda	O
68	....	O
68	mohanlaal	O
68	oru	B-CAUSE
68	aalunu	I-CAUSE
68	avanuku	I-CAUSE
68	oru	O
68	mukkiyamana	O
68	role	O
68	kudithiringeley	O
68	....	O
68	getha	O
68	pesurathuku	O
68	vera	B-CAUSE
68	aaley	I-CAUSE
68	kidaikilaya	I-CAUSE
68	.	I-CAUSE
68	Ithula	O
68	arya	O
68	yum	O
68	irukan	O
68	.	O
68	Enna	B-CAUSE
68	koduma	I-CAUSE
68	Sir	I-CAUSE
68	ithu	O
68	.	O
68	Padam	O
68	nichaiyam	O
68	semma	O
68	hit	O
68	aagum	O
68	.	O
69	Kolla	B-CAUSE
69	gand	I-CAUSE
69	la	I-CAUSE
69	eruke	I-CAUSE
69	no	O
69	competition	O
69	on	O
69	me	O
70	Adenna	O
70	da	O
70	ellarum	O
70	gramatta	B-CAUSE
70	kappatardu	I-CAUSE
70	vyavasayatta	I-CAUSE
70	kapthrennnu	I-CAUSE
71	Dai	O
71	thevidiya	B-CAUSE
71	paiya	I-CAUSE
71	enaku	O
71	mathamay	O
71	pudikathu	O
71	ithula	O
71	jathi	B-CAUSE
71	yavathu	I-CAUSE
71	koothiyavathu	I-CAUSE
71	,	O
71	,	O
71	,	O
71	India	B-CAUSE
71	vey	I-CAUSE
71	koopai	I-CAUSE
71	ithula	O
71	maguna	B-CAUSE
71	kuppai	I-CAUSE
71	maggatha	I-CAUSE
71	kuppai	I-CAUSE
71	Vera	O
71	🤣	O
72	VFX	O
72	mokka	B-CAUSE
72	soldravanunga	I-CAUSE
72	atha	I-CAUSE
72	epdi	O
72	nalla	O
72	pannanum	O
72	comment	B-CAUSE
72	pannitu	I-CAUSE
72	ponga	I-CAUSE
72	Da	I-CAUSE
73	Semma	O
73	renmba	O
73	naal	O
73	kalechu	O
73	oru	B-CAUSE
73	karaichal	I-CAUSE
73	raviya	O
73	paakuran	O
74	High	O
74	voltage	O
74	naadi	O
74	,	O
74	narambu	O
74	,	O
74	rathathile	O
74	ooripona	O
74	oru	O
74	veriyanukkuthan	O
74	thalaivare	O
74	ippadi	O
74	azhagupakkamudiyum	B-CAUSE
74	..	I-CAUSE
75	movie	O
75	mokka	O
75	etha	O
75	movie	O
75	ya	O
75	copy	O
75	adushamari	B-CAUSE
75	erukku	I-CAUSE
76	Dubbing	B-CAUSE
76	padam	I-CAUSE
76	mari	O
76	iruku	O
76	Dhanush	O
76	ku	O
76	munnadi	B-CAUSE
76	Elam	I-CAUSE
76	waste	I-CAUSE
77	Aprom	O
77	en	O
77	Dhoom	O
77	2	O
77	copy	B-CAUSE
77	adikareenga	I-CAUSE
77	saaar	I-CAUSE
77	!	I-CAUSE
77	?	O
77	!	O
78	Konjam	O
78	othungiru	O
78	oodi	O
78	pathundiruu	O
78	varathu	O
78	thalaivaruuu	O
78	petta	O
78	parakkkk	B-CAUSE
79	viswasam	O
79	Ku	O
79	irundha	O
79	opening	O
79	iduku	B-CAUSE
79	illa	I-CAUSE
79	y🤔.still	I-CAUSE
79	only	O
79	10	O
79	M.viswasam	O
79	trailer	O
79	14	O
79	M	O
79	in	O
79	one	O
79	day.edo	O
79	onu	O
79	miss	B-CAUSE
79	aavudu	I-CAUSE
80	1:35	O
80	engada	B-CAUSE
80	perumai	I-CAUSE
80	adaya	O
80	viduringa	O
80	90	B-CAUSE
80	's	I-CAUSE
80	kidsa	I-CAUSE
81	Dei	O
81	kunjithu	B-CAUSE
81	kuriida	I-CAUSE
81	vekkra	O
81	kurridu	O
81	ithu	O
81	madhiri	O
81	vekkanum	B-CAUSE
81	da	I-CAUSE
81	kurriida	I-CAUSE
81	.	I-CAUSE
82	Marana	O
82	mass	O
82	intha	O
82	ajith	O
82	vijay	O
82	eppo	O
82	ipadi	B-CAUSE
82	nadipanga	I-CAUSE
82	?	I-CAUSE
83	De	O
83	nayingla	B-CAUSE
83	thalaivareye	O
83	kindal	O
83	pandringla	O
83	.	O
83	Kandipa	O
83	unga	B-CAUSE
83	pado	I-CAUSE
83	flop	I-CAUSE
83	da	I-CAUSE
84	Dai	O
84	oru	O
84	time	B-CAUSE
84	sense	I-CAUSE
84	illa	I-CAUSE
84	first	O
84	6pm	O
84	ippo	O
85	Nadicha	B-CAUSE
85	pothu	I-CAUSE
85	Vera	O
85	Vena	O
85	.	O
85	,	O
85	Arasiyal	O
85	Vena	O
86	Enna	O
86	thatha	B-CAUSE
86	vala	I-CAUSE
86	1	I-CAUSE
86	million	O
86	likes	O
86	thoda	B-CAUSE
86	mudiyallaya	I-CAUSE
87	Trailer	O
87	Ra	O
87	ore	O
87	varthaiyil	O
87	sollanuna	O
87	Gommala	B-CAUSE
87	trailer	I-CAUSE
87	appadi	I-CAUSE
87	Rikki	I-CAUSE
88	Adikanum	B-CAUSE
88	adichathu	O
88	yarukum	O
88	theriyakudathu	O
88	yen	B-CAUSE
88	adi	I-CAUSE
88	vanguravenuke	I-CAUSE
88	theriya	I-CAUSE
88	kudathu	I-CAUSE
89	Who	O
89	all	O
89	agree	O
89	Vijay	O
89	sethupathi	O
89	ku	O
89	inda	O
89	mari	O
89	dance	O
89	set	B-CAUSE
89	aagala	I-CAUSE
89	nh	I-CAUSE
90	Cofee	O
90	splllunga	O
90	ithu	O
90	oru	O
90	comedy	O
90	pundayan	B-CAUSE
90	,	I-CAUSE
90	keeela	O
90	Thala	O
90	vadivela	O
90	minjitttta	O
90	ru	O
90	nu	O
90	aaamaislam	O
90	sollitrukaaanunga	O
90	loooosu	B-CAUSE
90	kooothinga	I-CAUSE
91	Gommala	O
91	ipdi	O
91	maari	O
91	maari	O
91	jadhi	B-CAUSE
91	patthi	I-CAUSE
91	ye	I-CAUSE
91	padam	O
91	eduthu	O
91	,	O
91	,	O
91	,	O
91	maathi	O
91	maathi	O
91	poola	B-CAUSE
91	oombinu	I-CAUSE
91	irunga	I-CAUSE
91	,	I-CAUSE
91	munnera	O
91	oru	O
91	vazhi	O
91	pundayum	B-CAUSE
91	yosikama	I-CAUSE
91	Thevdiya	O
91	pasangala	O
92	Viswasam	O
92	jettyoda	B-CAUSE
92	oda	I-CAUSE
92	poguthu	I-CAUSE
92	manam	O
92	kapal	O
92	yera	O
92	poguthu	O
92	thalaivar	O
92	comeback	O
93	Super	O
93	trailer	O
93	1st	O
93	part	O
93	kuruma	O
93	kalutha	O
93	aruthu	O
93	podura	O
93	mathiri	O
93	semai	O
93	,	O
93	inda	O
93	mathiri	O
93	naaygala	B-CAUSE
93	ipadi	I-CAUSE
93	thaa	I-CAUSE
93	pananum	I-CAUSE
93	,	I-CAUSE
93	adanga	O
93	maru	O
93	,	O
93	athu	O
93	meeru	O
93	,	O
93	vera	O
93	jaathi	O
93	karan	O
93	vayuthula	O
93	un	O
93	varisu	O
93	valaranum	O
93	,	O
93	saraku	O
93	miduku	O
93	nu	O
93	theriyura	O
93	devudiya	B-CAUSE
93	pasangala	I-CAUSE
93	ipadi	I-CAUSE
93	thaa	I-CAUSE
93	aruthu	I-CAUSE
93	podanum	I-CAUSE
94	2017	O
94	Speech	O
94	Super	O
94	Star	O
94	.	O
94	1996	O
94	endru	O
94	solavakiran	O
94	Poramboku	B-CAUSE
94	Director	O
94	.	O
95	Kola	B-CAUSE
95	gaandula	I-CAUSE
95	irruke	I-CAUSE
95	mavane	O
95	kollama	O
95	vida	O
95	maatan	O
96	adhukulla	O
96	potta	B-CAUSE
96	pasanga	I-CAUSE
96	vijay	O
96	fan	O
96	anils	O
96	dislike	O
96	panranga	O
96	potta	B-CAUSE
96	pasanga	I-CAUSE
97	Enna	O
97	dhan	O
97	kaalam	O
97	maranalum	O
97	andha	O
97	sadhi	O
97	veri	O
97	adanga	B-CAUSE
97	matrangu	I-CAUSE
97	modhala	O
97	governmenta	O
97	Sadi	O
97	veri	O
97	pudichada	O
97	eruku	O
97	sc	B-CAUSE
97	vela	I-CAUSE
97	bc	I-CAUSE
97	Vella	I-CAUSE
97	illa	I-CAUSE
97	Enna	I-CAUSE
97	da	I-CAUSE
97	edu	I-CAUSE
97	India	I-CAUSE
98	kola	B-CAUSE
98	gandu	I-CAUSE
98	le	I-CAUSE
98	irukken	I-CAUSE
98	..	I-CAUSE
98	kollama	O
98	vidamaten	O
98	semma	O
98	...	O
99	Super	O
99	trailer	O
99	but	O
99	last	B-CAUSE
99	scene	I-CAUSE
99	disappointed	I-CAUSE
100	Comment	O
100	section	O
100	full	O
100	ah	O
100	orey	B-CAUSE
100	saathi	I-CAUSE
100	pundaya	I-CAUSE
100	irukku	I-CAUSE
101	Laugh	O
101	riot	O
101	from	O
101	0.24	O
101	Dai	B-CAUSE
101	kelava	I-CAUSE
102	Ungaluku	O
102	Vera	O
102	velaya	O
102	ilaya	O
102	..	O
102	same	B-CAUSE
102	story	I-CAUSE
102	,	I-CAUSE
102	same	I-CAUSE
102	script	I-CAUSE
102	.	I-CAUSE
102	Advice	I-CAUSE
102	pandrathukunu	I-CAUSE
102	ne	I-CAUSE
102	script	O
102	ezhuthuvaanga	O
102	pola	O
103	Sema	O
103	oru	O
103	mamavalavan	B-CAUSE
103	boys	I-CAUSE
103	kuda	O
103	ippo	O
103	pesamatranga	O
103	...	O
103	katharal	O
103	thodaratum	O
103	.......	O
103	serupala	B-CAUSE
103	adicha	I-CAUSE
103	Mari	I-CAUSE
103	iruku	I-CAUSE
103	Pola	I-CAUSE
103	...	O
103	all	B-CAUSE
103	mamavalavan	I-CAUSE
103	boys	I-CAUSE
