மணிரத்னம்,AR ரஹ்மான், வைரமுத்து, சந்தோஷ் சிவன்  தமிழ் சினிமா ல  இல்லல்ல இந்திய சினிமால யே கால் நூற்றாண்டுகளா(25 வருசம்) ஒரே team இல்லல்ல உண்மையான நண்பர்களா இருந்துகிட்டு இருக்காய்ங்கே னா அது இந்த team தான்  படம் எப்ப வரும் னு எதிர்பார்ப்பா இருக்கு.	0
Singam Sinletha Varum  BAIRAVAA  Baikkiramma Varum	0
Super semma mass from vijay fan	0
நாடகக் காதல்.....  குடும்பத்தோட பொண்ணு வீட்டுக்கு போய், வசதி வாய்ப்பை பார்த்து எவ்ளோ பணம் தேறும்,  நகை தேரும்,  சொத்து  பத்து தேறும்னு கணக்கு போட்டு கல்யானம் பண்ணி, ரெண்டு நாளோ மூனு நாளோ பார்த்தவன்/வ கூட அன்னிக்கி நைட்டே படுக்கறதுக்கு  பேரு தான் நாடகக் காதல்.	0
வெற்றி பெற வாழ்த்துக்கள் கண்டிப்பாக திரையரங்கில் பார்க்கவேண்டும்	0
Enagada traileriye verithanama yeduthurukinga...apo padam....screen kiliya poguthu...semmaaaaaaaa thalaivaa	0
8000 dislike people should die as soon as posiible	1
இது சாதி படம் அல்ல பெண்களின் படம் ஒரு சில பேர் பண்ணும் தவறால் சாதிக்கு கெட்ட பேரு அதான் படம்	0
ஜெயம்ரவி ௨ங்கமேல நல்ல மறியாதை இருக்கு தலைவரை நிங்கள்ளும்மா	0
வெற்றி பெற வாழ்த்துக்கள்... வெள்ளாளர்  சார்பாக	0
Marana bangam...Verithanam Overloaded to Surya Anna Fans...Hmm kola Mass pannuga Pangaligala...	0
Goosebumps vantha vangala la like podungo	0
Intha padam varanum samuga matrathirkana padam ...18k dislikes ithula ena theriuthu avlo poriki porikitu iruku ponnungala...	0
MARVEL MEDIA MY CHANNEL. Pls visit subscribe	0
Sirappana tharamana sambavatha inimel dha paakka porom	0
0.41 look at the name tag vijay kumar	0
#திரௌபதி சாதி வெறி படம்...சிறுத்தைகள்   அப்ப ப.ரஞ்சித் எடுத்தது என்ன #A படமாடா நாயே🤣	0
அன்றைக்கு எங்கள் குல சாமி சொன்னது திரௌபதி திரைப்படம் இவண்.மாவீரன் தம்பி சரத்...🦁🦁🦁	0
Both VCK & PMK Fraudu pasanga than da  En da itha padathula kaati engala makkala Jaathi kalavaram thoonduringa	0
Manasu kulla irrundha kovam lam ippa வெட்ட வெளிச்சம் ஆகியிருக்கு .. நன்றி படக்குழு	0
Theatre ellaam insure panni vachukkangappaa.. 2.00 la theatre ellaam kandam!	1
Naaa arasiyalukku varuvathu uruthi.....Rajini tells this dialog since 96. Semme joke.	1
Thalaivar vera level   Suriya ennoda uyir  Avaru oru rockstar	0
Wow wow wow.... suriya Anna	0
Comali 9looks teaser la varave Ella	1
அருமை.... 10000000%சிறப்பு........ வாழ்க. குடும்பத்தினரோடு சென்று திரையரங்கில் மட்டுமே  பார்ப்போம். இப்படிக்கு தேவர் மகன்.	0
Jimmki kammal has more views 🤣	0
U1 BGM massssssss verala level thala look semaaaaaa	0
வாழ்த்துக்கள் நண்பா... சமூகத்தின் நடக்கும்  உண்மை சம்பவங்களை படமாக எடுத்ததற்கு நெஞ்சார்ந்த நன்றியைத் தெரிவித்துக்கொள்கிறேன்.. இது போன்ற படங்களை மென் மேலும் படைக்க வாழ்த்துக்கள்...	0
Mani Ratnam kitta ippdi oru script huh... Omg... Vera level!!(	0
panggaaligala 2 million likes varanum innum vegama like ah therika vidunka	0
Ayyyo thalaialva Vera lvl confirm ellaflrume RAJINIFIED	0
Atlee verumpaya illa. Trailer layae evlo azhaga Katha soldraan!!!	0
Pa Ranjith paru Da unaku sc St quote job government job quarters ellam cancel pannanum	1
Kajal Agarwal is back I so happy	0
Vijay sethupathy sir saggatamizanpadam edutha eppti odama iruku I am waiting makkal selvan🤩🤩🤩🤩🤩🤩🤩	0
Kadasi word its super (oruthavanga mela visuvasatha katrathukaga innoruthavangala  asinga paduthathinga).	0
thalaiva tharu maru marana mass vilayadalama	0
2.04 .Rajini ah serupala adicha Maari irundhuchu	1
SK kagha paaka vandhavangha like pannungha	0
But graphics sothapal panitanuga English Kara pottainga athan Padam late ayirichi	0
அரசியலுக்கு வருவது உறுதி ... ரஜினி .... இது 1996  ... 🤣🤣🤣	0
Anyone after NGK n Kaappaan teaser	0
Friend nu FB la Like Kudukkara Friend  dunu nenachiya life be kudukkanu da	1
Ella scene summa therikuthu Kandipa veraleval blockbuster	0
Gujarath patel inathin sarbaga vetri pera valthukkal	0
unaku yaravathu palaya friendu irukangala...... nambatha....	0
Statue odaikalam but b.r. kolkai alika mudiyathu	1
Surya anna huge fan from #mangalore #coastal_Karnataka #tulunadu	0
Please telugu dubbed telugu danush fans	0
Iron man fans dis like podunga intha vidio kku	1
pakathane pora Intha kaliyoda attatha 🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘	1
Marana mass ah irukke...song um trailer um...saavadi	1
Mersal ku siricha siripu viswasam movie ku illa..idhu enna da anil ku vandha sodhanai	1
Tamil trailer nachina vallu okka like here	0
thala  mattum than original mass...bcoz others papaerla vilambaram kotuthutu poraku trailar release panittu sathanai pannittatha pithikuvanga thala mttum than vilambarame seiyamal kalakkuvaar....thalada..  ..	1
Ennada ipadi yeduthu vechurkingha ......paaaaaaaaaph	1
Kaakaa pudikaa sollalllaa........kaakaa vukaaa unna pudikudhu🤣🤣	1
Yevan ya camera man.... Semma Visuals.... Amazing....	0
Ashok  selvan padam nampi pogala perusa onnum vachi seiya mataru	0
Nerkonda paarvai trailer review -	0
2 years aagiduchu innum movie varala	1
Trailer paka poren. RowThiram maari iruntha kandipa theatre	0
Rajini Style maaa. Enna therikka vidalamaAAAAAAAAAA	0
Trailer ah paatha Angaali Pangaali elam oru like podunga	0
Mothathula viswasathuku bulb kudukkurathukagave yedutha mathiri iruku	1
VERITHANAM  Dhanush Fan From Sri Lanka	0
சமூக அரசியல் சார்ந்த படம், வெற்றி பெற வாழ்த்துக்கள்	0
Kirrakkkkkkk  Style ka baap  Super star RAJINI	0
Vivagam part 2 trailer mathri irkuu	1
Nadippin nayakan brilliant director selva sir compo u1 muzic cult in class loading	0
****a vera levellllllllll trailer......  Masssssssssss gangsters......	0
Paruda...ivaru lawyerlayaei rowdy lawyera irupar pola	1
Last dialogue semma  karthi Anna .... Nala panirukenga ....	0
Hit Like Suriya Fans  Hit Like South Indian Hindi Fans	0
Innaki Kaalaila(13-6-19) endhichadhum inga vandhavan yaru?	0
100 times ku mela parthavangala like potutu ponga	0
Vetrimaranivanukku mattum eppadi daa intha mathiri bgm kedakkurathu Hats off	0
semma...pakka...kola mass...therri...perfect title...thalapathy  Ajak pans thevdiya pasangala apadiye vorama pongada amayanzz	1
Kaipulla Vijay Twitter la Trending agudhu	0
Thalaiivaaaaaaaa🤣🤣🤣I'm waiting ughhthis Valentine's day program eh neenga dhan	0
கொங்கு வேளாளர் கவுண்டர்கள் பேரவை சார்பாக படம் மிகப்பெரிய அளவில் வெற்றி பெற வாழ்த்துக்கள்... சாகட்டும் திருமா சக்கிலி	1
Thala Masssss......looks like a Hollywood movie......	0
A wonderful nd amazing wtng 2 see	0
Aruvi movie real fans hit like here guys	0
unique concept hats off edho message solra satirical film pola.	0
Morning endhirichadhum teaser paka vandhavanga laaam likee ah poduuuu  Kaappaan teaser vera level  2019 naanga dhaan da	0
நாடக காதல் கும்பல் கதற ஆரமித்து விட்டார்கள்,கதறல் சத்தம் அதிகமாவே கேக்குது,	0
தாழ்த்தப்பட்ட மக்களின் நலனுக்காக தன் சொத்தை பங்கிட்டுக் அடைக்கலம் கொடுத்த மதிப்பிற்குரிய பசும்பொன் முத்துராமலிங்கத் தேவர் அவர்கள் வழியே சாதி மறந்து.....உணர்வுகளை மதித்து நபப்பவர்களின் சார்பாக படம் வெற்றி அடைய வாழ்த்துகிறோம்..	0
India makaal sarbagae endhae padam vetri adayaae emadhu vazthukaal.. trailer wooowwwww	0
Last scene vera level love u thala	0
Surya     Luv u Thalaivaaaaa	0
Padamna Ithu padam ....Semma message movie ....Great	0
Single pasangha like me	0
நாடக காதலால்  உண்மையிலேயே அதிகம் பாதிக்கப்பட்ட வேளாளர், தேவர் , வன்னியர் சமுதாயங்களுக்கு இப்படம் சமர்ப்பணம் ஆகும்	0
இந்த படம் தமிழ் சமுதாயம் மக்களுக்கு சிறந்த படமா இருக்கும்	0
ennaikku neriya peru kitta illatha oru ketta palazhum en kitta erukku ajith fanzz okkurathu thalapathy fanz than masss	1
டிரெய்லர் ரிபீட் மோட் ல பாக்குறேன். அவிங்கனால பாதிக்கப்பட்ட குடும்பத்தில் ஒருவன்...	0
Dislike adicha maannynmark naduviral namaskaram	1
What ah trailer  semma mass ah Iruku	0
viswasam enga poga poguthunu theriyalaya. PETTA PARAAK	1
Dai neenga la loose mari caste language nu sanda pottu irukurapo Namma ellarum Indians nu oru jawan border la ninutu irukanga da sethuturuka da dai innum ah da neenga thirunthula grow up da we all are Indians	1
Trailer yangaluku  pedichirundha mattum like podugaa	0
I am here after queen's trailer.	0
Thala unna paththiddu irukkan. Seekkiram vaa thala	0
ஒரு குடும்பத்தின் கதறலை படமா மாற்றி உள்ளிர்கள் வாழ்த்துக்கள் வன்னிய நன்பா	0
Karhtik Subburaj Mass Pannitinga ,Thalaivara supera kattirukinga thanks bro	0
A Tamil movie going the Malayalam way ?	0
Super படத்தை ஆவலோடு எதிர்பார்கிறோம். குடும்பத்தோடு அனைவரும் பார்ப்போம்....	0
Namaku theva thavayanatha nama than adichu vanganum .... Nama edathuku nama than sanda seyanum....	1
751k likes reached aairuku pangalingala adichi thookalamaa	0
Yarellam sarkar teaser pathutu vanthu itha pathingalo like podunga	0
Thala Oda unmaiyana fan ahaa irrutha ilke podunga	0
Viswasam trailer needs 20k likes to reach 1.4m likes	0
sema sema sema no words ti say	1
Intha mari all irugathdigum nadu sathivanmaiyal alium	1
Simbu  n Jyothika Wil score much...	0
Irukku theatrela kaadhu javvu pichikira alavukku DTS irukku	1
தாம்பரம் தமிழ் அய்யங்கார் சார்பாக இந்த படம் வெற்றி பெற வாழ்த்துக்கள்	0
Aai... Yevanu kaachum ponnttaati pulla Sentiment irunthaa Oodi padhungkiru.Kola kaandula irukkan.Varraar thalaivaru....PETTA PARAAKKKKKK.....	1
ரஜினிய கிண்டல் பண்றங்கிலா Wait & Watch, He doing something to people	1
அய்யோ இப்பவே படம் பார்க்கனும் போல இருக்கே 🤩🤩 காத்திருப்போம்...Semma hit Aagapoguthu	0
come on surya fans 10 million views	0
Thala mass dialogue u r great	0
Thala pola varuma.... Semma Thala	0
Oru vela PowerPaandi 2 vaa irukumoo🤔🤔  Trailer mass pannitaanga...  Petta vs Viswaasam	0
வெச்சான் பாரு ஆப்பு..ட்ரைலர் க்ளைமாக்ஸ்ல.. சத்தியமா நான் விழுந்து விழுந்து சிரிச்சேன்..	0
தமிழகத்தையே புரட்டிப்போடும் ஒரு திரைப்படமாக அமையும் வெற்றிபெற வாழ்த்துக்கள் வாழ்த்துக்கள் அண்ணா....	0
இந்த படம் வெற்றியடிந்தால் அது நமது சமுதாயத்திற்கு கிடைத்த வெற்றி நம் வீட்டு பெண்களுக்கு கிடைத்த வெற்றி ஆகும்	0
Sagapora unakku  sathi etharkku  Iyya  pasumpon	1
அனைத்து பெண்களும் பார்க்க வேண்டிய விழிப்புணர்வு படம்...	0
Fight seen marana masssss thala killi killii killikiii	0
Epo relese pannuvinga. Epdiyachum relese pannirunga....	0
பரியேறும் பெருமாள் சமூக நீதிப் படமென்றால் ...  திரௌபதி யும் சமூகநீதி படம்தான்	0
Engala minja yevanum illa ambalaya iruntha nerala va by duraisingam	1
ungalukku vayase agala sitty love u ma	0
Now Kaappaan teaser marching towards 5m views & 400k likes	0
Romba nalaiku apro na edhirpaarthamaadhri padam	0
அடங்கவில்லை என்றால்  அடக்கம் செய்வோம்  மோகன்  ஜி   உங்களுக்காக நாங்கள் !!!!!	1
கடலூர் மாவட்டம் சமட்டிக்குப்பம் வீர வன்னியர்கள் சார்பாக இப்படம் வெற்றி பெற வாழ்த்துக்கள்	0
Aama Mr. Pandey inga enna panraru??	0
komali kadhadhan aga pogudhu padam otthikkum	1
படம் வெற்றி பெற வாழ்த்துக்கள். புரற்சி வெல்லட்டும்.	0
Vijay sethupati mattum Villan na irundha vechiko padam flop thaan	1
varla varla vaa varla va Bhairava	0
Ohhh aaa Telugu remake of RAVI TEJAS  BENGAL TIGER .....	0
ஆதி படத்துல சிரிக்க போறாரு படத்த பாத்துட்டு நாங்க எல்லாம் விழுந்து விழுந்து சிரிக்கப் போறோம் வாழ்த்துக்கள் ஆதி	0
Thalaivaa Pakka massssss only one super star	0
No means no entha dialogue thalaya thavara yaru sonna nallairukumnu tharayala	0
Naan arasiyalukku varuvathu uruthi ......  Semma	0
La la la.. Surviva.. Thala walk is just enough	0
last bgm un azhaigil en idhayam than nilayail kathi song ah copy adichtan	1
Dec la yarala intha video pakkega avaga matum like poduga	0
Pink padam paathuthaen hd print irruku yaaruku veanum	0
அனைத்து சமுதாயமும் வரவேற்க்கின்றன. நாடக காதல் கும்பளை தவிர . எங்க அண்ணா வேற லெவல் . வாழ்த்துகள் மேகன் சத்ரியன் அவர்களே	0
Very bad na ethur paartha alavukku illa	0
Pariyerum perumal padam varum pothu mattum sonnigga. Ithuvum samuga padam tha. This 100 percentage true I support	0
அனைத்து  முதலியார்கள் சார்பாக இந்த படம் வெற்றியடைய வாழ்த்துக்கள்.	0
1m Views & 101k likes  #SK #Hero	0
Vere level  last scene pwolli	0
Tharumaru.. Thala I Love You	0
Padam vera level Thiruma kuu vooooo   Ranjith Naiyee ku vooooo   Thirunelveli mavattam Senaithalivar sarbagaa   Padam  day's Oda valthukal   Mohan G vera level	1
படம் வெற்றி பெற வாழ்த்துக்கள்  வாழ்த்துக்களுடன்  பொட்டல் S.துரை யாதவ் போர்ப்படை  நெல்லை ஜில்லா	0
குடியுரிமைக்காக 40 வருட ஆதாரத்தை காட்டிய இசுலாமியர்	0
Srk fan plz dislike tha video	0
1m likes varumnu solravagga like here	0
Indha #Rakulpreet Vs #Suriya sandai kaatchi design la edhirpaakalaye   #NGKTrailer - repeat worthy	0
I'm die hard fan from Sri Lanka	0
Enaga Da keka beka short film ah perusa yeduthu vachirukiga	1
Final Rajini semma 🤣🤣ithu 96 Yaara yemaathireenga	0
Very good film after long time	0
Super chiyan sir your vere leval	0
தெறிஞ்ச எதிரிய விட  தெறியாத எதிரிக்கு தான் அல்லு அதிகமா இருகனுனுனுனுனு தலைவா மாஸ்ஸ்ஸ்ஸ் பைரவா	0
Thrill na mysskin unmaiya maiyama vachu edukkapatta kathaigala pathivu seivar...salute	0
Therikke fans hit like arjun sir	0
இந்த படத்திற்கு வன்னியர் மக்கள் வரவேற்கிறோம் இந்த படம் மாபெரும் வெற்றி அடைய வாழ்த்துக்கள் மோகன் அண்ணா	0
Vilaba kula naidu sarbaga intha movie vetripera vazhukkal..	0
Thairiyama dewali Ku va thalaiva  nanga irukom irupom 🤗	0
Real time views 4.7M views n 400K likes	0
Akshay Kumar - annen neenga bird ah ne	1
நீ ஓடி வந்த போதே உன் அப்பன் அங்க உசுர  விட்டிருப்பான்... சாதாரண வசனம் இல்லை... அப்பனின் வலி.....	0
Unga ponnunga Enga Mela Asa padama iruntha sari	0
Enna da idhu Viswasam bgm uh potrukinga!!!!	1
Wow Surya Sir Neenga Unmaiyileye Vera level gethu kaatringa ,padathula neraya getup irukku pola Teaser Vera lvl .... I'm Very big Fan of K.V Anand Sir Movies                - By Thalapathy Fan	0
Adeiii Talking Tom Piano music copy data	1
Sema anna Lv u karthi anna	0
Agalathe song pathutu udane Inka than varan ...yarlam Enna Mari vanthinka	0
Trailer payangarama irukku movie ku waiting	0
Thamizh naatla evlo jaathi veri irukkunnu intha comments paatha theriyum.....thu.....	0
Asuraan Padam Vanda appo..thaaltha patta odukka patta makkal kaana Padam la Vanda appo enga Da irunthiiga ... Pengal ku padukappu illa  Inga jaathi ku than pathuukappu theva paduthu... Anyways wishes from normal commons human without any SHITTY BRIDE from tamilnadu	0
Nerkonda parvai nu solitu ellam avan seyal padatha eduthu vechirukanga ya	1
Topper thaan alanum arrear guys  naanga eduku alanum 🤗	0
Paaaa Goosebumps... Such a heavy voice..	0
It's looks like Ramayya vastavayya telugu movie 🤔🤔🤔🤔🤔🤔🤔🤔🤔	0
Unlike panra nayeee un veetu ponnuku vara nilamaiyathan movie ya eduthurukanha k yaaa so support pannunga	0
Thala Da i love u thala	0
Awesome Vikram Anna Chance ye illa Pakkah	0
Sema bro ana Yenaku seripa varala	0
Jayam Ravi and kajal sema pair	0
Ithu la oru trailer aah daa.. karumooo kaliyugam.. oru content ye ila..  epadi irukum 10 padam oreee direcgor ah vachu pana apaditana ... pudhusa yosingadaa..  Avan moonji mari iruku trailer	1
100 k cmt varanum frnds .... Cmt pls	0
dhurvu natchathiram vituuttu poyum poi ivlo kevlamana padam pannuriye ...you are an idiot	1
Intha trailer ah megha akash kaaaga tha paathe...like podreen.....ulaga alazhii	0
Thalapathy rasigan sarbaga valtukal Anna and intha Movi ode oru poster parta odane enaku Ithu verum sport padama irukathu Nu Tonici Horror ah mix pani iruntha Nalla irukum Nenaicen Aparum tha Teriuthu trailer le Sport Horror Nu Rombe ve wait pandren Intha padathuku	0
Eppa suriya sir neenga enna getup potalum nala irukku sir	0
KV Anand + Suriya+ mohanlal+ arya+ samuthirakani+boman Irani+ sayesha+ Chirag Jani+Harris jayaraj	0
Semma trailer annna semmma love u aadhi annan	0
பரியேறும் பெருமாள், அசுரனை எல்லாம் ஏற்றக்கொண்ட  சமூகம் இந்த படத்தையும் ஏற்றுக்கொள்ள வேண்டும்..... மற்றவர்களால் தாழ்த்தப்படுவதும் உண்மை இந்த மாதிரி நாடக காதல் சம்பவமும் உண்மை.......மறுக்க முடியாது	0
உண்மையான காதலை யாரும் எதிர்க்கவில்லை.. இரு வீட்டார் சம்மதம் இருந்தால் கல்யாணம் பண்ணி வாழுங்கள் உண்மையாக..   விருப்பம் இல்லா காதல் பல பிரச்சனைகளை தரும் குடும்பத்தில்... இதை விட மோசமானது நாடககாதல் என்னும் பெயரில் பெண்களை ஏமாற்றுவது அது எந்த சமுகம் செய்தாலும் குற்றமே அதை திரையில் தைரியமாக காட்டும் இயக்குனார் அவர்களுக்கு ஒவ்வொரு பெண் குழந்தையையும் தெய்வமாக பார்க்கும் அனைவரும் வாழ்த்தி இப்படத்தை தனது பெண் பிள்ளைகளுக்கு காட்டி விழிப்புணர்வு செய்ய வேண்டும்.....	0
super Thalaivaaaa your styles appadiye irukku	0
Yuvan +thala=deadliest combo... Dialogues  bgmyuvannnthalaaaaaa	0
Simran ,Rajinikanth & Vijay Sethupathi	0
கேவி ஆனந்த் சார் சூப்பர் சூப்பர் மூவி வெயிட்டிங் ஃபார் ஆகஸ்ட் 30	0
நம்ம பலமுறை பாத்து பரிச்சியாமனான முகங்களை வேற கோணத்தில் சற்றும் பதற்றமாக காட்டுவதே மிஷ்கினின் தனித்திறன்... வாழ்த்துகள்  மிஷ்கின் அண்ணா	0
Ajith ku correct ah na movie ya nu therlaa mass irkathu pola	0
Super  thala massss mass  massss	0
மீண்டும் ஒரு மறுமலர்ச்சி வேண்டும்  நாடக காதல் கோஷ்டிகளுக்கு சரியான செருப்படி.... திருமா  & ரஞ்சித் சோழர் வகையறாக்கள் கதறல் 🤣🤣🤣🤣🤣🤣🤣	1
Idhu 96 ! Yaara emathura	0
Oru mairum puriyala trailer la Shiva      enna Tha sollavaran konjam sollunga boss puriyera madiri	1
Apadi Elam nadakadhu  nadaka kodadhu.	0
Marvel next level india awosome sk	0
Padam vera leveluh irukum polaye 🤔🤔 Waitingle veriaaguthu Tharamana sambavam irukku	0
தமிழ்நாட்டில் மிகவும் சிறுபான்மை சௌராட்டிர சமூகம் சார்பாக வாழ்த்துக்கள்...	0
Indha padatha copynu solli evanum case podalaya da	1
Mugamoodiku moonu ticket irukku.. variya...	0
THALA ya paakka Kaalaila ye vantomla	0
கடைசில rajini ய வச்சு செஞ்சுடிங்களே டா	1
மதுரை மாவட்டம் முத்தரையர்கள் சார்பில் படம் வெற்றிபெற வாழ்த்துக்கள்..	0
கும்பகோணம் பகுதி படையாச்சி சமுகம் சார்பாக படம் வெற்றி  பெற வாழ்த்துகள்.	0
Super mass yean dislike poduringa... Unga ennam pol vaazhkai...	0
vj Anna pinnitinga.....summa kili kilinu kilichitinga	0
Nooooooòooooooooo words pa. Trailer semma massssa irrukku. Vera level....	0
Malaysia Fans Hits Like For #Thalaivaa : )	0
sema kevalama iruku...looks like baby ma deepa..	1
Karthik Anna  Vijay Anna  suriya Anna what a line up for him @lokesh Anna	0
Ithukkum dislike podravangala nenacha than	1
Like comment pannitu thala tharidanam pathavanga inga like podunga	0
Suriya annan and lalettan...  Paaa... semma.. katta waiting	0
Love u thala by chiyan fan.. u always masssasaaaa... love uuuuuuu	0
It's like irumbu kootai muratu singham fantasy flick tale..	0
தமிழ் சினிமாவே திரும்பிப் பார்க்க போற படம் இதுதான்...!!  பெண்களை சாதி ரீதியாக நாடக காதல் வலையில் வீழ்த்தி பணம் சம்பாதிக்கவும் நாடக காதல் பன்றிகளுக்கு ஒரு பாடமாக இருக்கும்....  //2020 புரட்சி//	1
Get Rajnified All Thalaivar Fans....  Marana Mass Thalaivar....  Petta Paraak.....	0
Ungala maathiri oru maanaketta jaathi ya paathathe ila da... Pollachi la  yevlo ponnu mela kai vachinga.... Appo yevan sunniya oombittu irunthinga...? Yenda baadu...!	1
overa adunu ippadi than da badu santhu thu	1
Ending Credit's Semma.... Senjittinga ... Nalla vachi senjittinga sotta rajiniya.. Arasiyal KU vara maata pola	1
இராமநாபுரம் மாவட்டம் முத்தரையர்கள் வழிமறிச்சான் முத்தரையர்கள் சார்பாக படம் வெற்றிடைய வாழ்த்துக்கள்	0
Sema style... Summa ye Dislike panranugalo!!!	1
Make 16 million friends.. We have 2 days time	0
4 heroesum marana mass  str ,arun vijay ,vijay sethupathi ,aravind sami	0
90s rajini is back vayasanallum allagum stylum unna vittu polla	0
Padam Vetri adaiya vazthukkal..by Thalapathy fan..	0
விஸ்வகர்மா சமுதாயம் சார்பாக மாபெரும் வெற்றிப்படமாக அமைய வாழ்த்துகள்	0
When Pandey gets up  Vandumurugan : IM SPEAKING.. NO CROSS SPEAKING... SITTT DOWNNN	1
Rajini ah vida akshay mass ah irukane	1
#ThaLaiva Varlam Varlam Vaaa Bairavaa vera level!!	0
S3 VIJAYIKKATTE WAITING FOR FDFS BUT TEASER  NOT INTRESTING FROM A BIG FAN OF #VIJAY	0
Nivetha suit aachu ...But rashi kanna nalla illa....	1
Unlike pannava ava amma ellam item tha Thevadiyanga pasangala Ungamma koothingala kilichiduvan	1
28000 கமெண்ட் இருக்கு . ஒவ்வொரு கமெண்ட் ம்  அவரவர் ஜாதி சொல்லி வாழ்த்துக்கள் என்ற படி இருக்கிறது. படம் வரும் முன்பே இத்தனை ஜாதி வண்மம் கொந்தளிப்பு என்றால் படம் வந்தால் கண்டிப்பாக பிரச்சனை உறுதி. இது போன்ற படங்கள் இந்த காலத்தில் எடுப்பது வெந்த புண்னில் வேல் பாய்ச்சுவது போல. பாவம் மக்கள். ஓம்குமார் மதுரை	1
Semma......twist ellam trilar open aguthu bro....atha komjam sari pannikonga	0
NGK maass kaapaan teaser maasu maranam	0
Pariyerum parumal ,Asuran ah vida indha blockbuster aaki kaatrom	0
Padam varumla thambi  May 31 padam varum paru	0
Bagatelle in a minor piano bgm  avar pottadula....	0
irumugan maathiri irukku          voice aa  sonnaen	0
Movie Tamil memang best ...terbaik Ajith	0
allu ila siripu thaan varuthu athigama......	0
omg rajini is killing awesome.....get rajinified	0
10M views varalamm va varalamm  bhairavaaaa	0
Marana mass na adhu naanga thanda AK Brothers	0
Hit like for akshay kumar and rajni sir awsome trailer	0
HARRIS JAYARAJ BGM KU MARANA WAITING SONGS ARE MARANA MASS MUSIC	0
plz upload full movie in hindi dubbed.Plz ADMIN	0
It looks like a animated movie	1
Kangna Ranaut  Fan's	0
